Questions,Answers
"Tôi đang cố gắng hàn gắn cuộc hôn nhân sau khi chia tay. Trước khi chia tay, anh ấy đã nói dối rất nhiều và không giữ lời hứa với tôi. Tôi không nghĩ anh ta lừa dối. Tháng trước tôi hỏi phụ nữ làm việc gì với anh ấy thì anh ấy nói với tôi. Hôm qua tôi phát hiện ra một cô gái mà anh ấy nói đã quên. Tôi có nên buồn bã không?","Thực sự rất khó để biết liệu anh ấy có thực sự quên ai đó hay anh ấy thực sự đang nói dối. Tôi không biết liệu anh ấy có sẵn sàng thảo luận với bạn về mối quan tâm của bạn về vấn đề này hay không và liệu bạn có thực sự sẵn sàng lắng nghe suy nghĩ của mình về điều đó hay không. Đây có thể là điều bạn nên thảo luận với một nhà trị liệu địa phương để bạn có thể xem xét các kiểu nói dối trong quá khứ cũng như liệu bạn có cách nào để thảo luận vấn đề này với chồng theo cách mà bạn có thể cảm thấy thoải mái khi cảm thấy dễ bị tổn thương với chính mình không. cảm xúc và cũng lắng nghe những phản ứng của anh ấy. Điều này thật khó khăn vì tôi tưởng tượng bạn sẽ phản ứng rất nhanh và mạnh mẽ với những điều như thế này vì những gì đã xảy ra trong quá khứ giữa hai người. Tất cả điều này có ý nghĩa. Nói như vậy, cũng có một câu hỏi là liệu anh ta có nói sự thật trong trường hợp cụ thể này hay không và phản ứng của bạn dựa trên những sự kiện trong quá khứ. Không có cách nào dễ dàng để biết. Nếu bạn quyết định thảo luận với chồng về vấn đề đó, &nbsp;hãy cân nhắc những điều sau: <ul><li>Hỏi xem đây có phải là thời điểm thích hợp để trò chuyện về điều gì đó quan trọng đối với bạn không</li><li >Có lẽ bạn sẽ có thể lắng nghe và đặt câu hỏi về điều gì đã xảy ra với anh ấy (về mặt cảm xúc) khi anh ấy nhận ra rằng mình đã không kể cho bạn nghe về người khác này</li><li>Có lẽ anh ấy sẽ sẵn sàng lắng nghe những gì bạn đang suy nghĩ xem liệu cả hai có thể làm như vậy mà không đổ lỗi, chỉ trích hoặc yêu cầu người kia thay đổi hay không. Đây sẽ chỉ là một cuộc trao đổi thông tin. Lý tưởng nhất là phần thi này không phải là việc bạn nói rằng anh ấy đã làm sai điều gì đó mà chỉ là bày tỏ cảm giác của bạn khi nghe về điều đó</li><li>Có thể hữu ích nếu bạn thảo luận những điều này với nhà trị liệu trước để bạn có thể giải quyết vấn đề đó. một số kỹ năng đối phó để có thể lắng nghe anh ấy mà không quá phòng thủ và cũng có thể bày tỏ cảm xúc của mình mà không đổ lỗi, cả hai điều này đều rất tự nhiên trong tình huống này.</li></ul>"
"Tôi đang cố gắng hàn gắn cuộc hôn nhân sau khi chia tay. Trước khi chia tay, anh ấy đã nói dối rất nhiều và không giữ lời hứa với tôi. Tôi không nghĩ anh ta lừa dối. Tháng trước tôi hỏi phụ nữ làm việc gì với anh ấy thì anh ấy nói với tôi. Hôm qua tôi phát hiện ra một cô gái mà anh ấy nói đã quên. Tôi có nên buồn bã không?",   
"Tôi nói với mẹ rằng nếu bố chết, chúng ta sẽ không bao giờ gặp lại bố nữa. Cô ấy bắt đầu khóc vì tôi không muốn bố cô ấy chết.","Trẻ mới biết đi không có năng lực trí tuệ để khái niệm hóa. Tốt hơn hết bạn nên tìm hiểu lý do tại sao con bạn muốn bố chết hơn là giải thích những hậu quả tương lai của cái chết cho đứa con mới biết đi của bạn. Một người phải khoảng 9, có thể 8 tuổi mới có thể hấp thụ được những tác động tiềm tàng của một hành động được thực hiện trong thời điểm hiện tại. Phần lớn trẻ mới biết đi của bạn đã chứng minh cho bạn thấy ở đây sự hiểu biết hạn chế và phù hợp với lứa tuổi về việc mất cha mẹ, bằng cách khóc rằng bạn không thể làm cho cha cô ấy biến mất một cách kỳ diệu. Ngoài ra, hãy chú ý và đưa ra ý kiến ​​​​của riêng bạn về lý do tại sao con bạn lại mong muốn cha mình qua đời. Cô ấy có thể chỉ ra rằng người cha cư xử theo những cách đáng sợ hoặc có hại đối với cô ấy."
Tôi không biết phải nói gì. Tôi chưa bao giờ thực sự biết mình là ai.,"Bắt đầu bằng cách cho bản thân đủ yên tĩnh và thời gian để nhớ về bản thân những gì bạn cảm thấy ổn định và nhất quán trong bản chất cũng như sự tương tác với người khác. Hãy cho bản thân sự tự do để quan tâm đến sở thích của bạn. &nbsp;Bạn có động lực vì cạnh tranh với người khác hay vì bản thân một hoạt động nào đó khiến bạn cảm thấy thỏa mãn? Nếu bạn có thể phát triển ý thức xác định bản thân mà không sợ phán xét bản thân, bạn sẽ bắt đầu tiến gần đến việc biết mình là ai."
"Tôi và chồng cưới nhau đã bảy năm, trong thời gian đó chúng tôi chỉ quan hệ bốn, năm lần. Những người khác đã nói với tôi rằng đến thời điểm này hầu hết đàn ông đều đã rời bỏ tôi. Thành thật mà nói, tôi nghĩ mình có ham muốn tình dục thấp hoặc không ai trong chúng tôi thực sự biết mình đang làm gì. Tôi muốn được kết nối tốt hơn với chồng tôi.","Con số bạn viết là thấp so với mức độ giao hợp mà nhiều người khác sẽ hài lòng. Điều quan trọng là sự hài lòng của bạn và chồng bạn với số lần giao hợp mà bạn đang có. Và hãy biết liệu có nguyên nhân nào ngoài ham muốn giao hợp thấp có thể giải thích điều này hay không. Biết các khả năng khác cũng quan trọng vì đời sống giao hợp thấp có thể có nghĩa là một trong hai bạn đang hài lòng về tình dục ngoài hôn nhân hoặc một trong hai bạn thích quan hệ tình dục với bạn tình cùng giới. Nếu bạn đã loại trừ những khả năng này và bạn hài lòng với đời sống tình cảm và tài chính của mình trong mối quan hệ, thì ham muốn tình dục thấp có thể đơn giản là tiêu chuẩn cho cả hai bạn."
Mẹ tôi chăm sóc cháu gái bị chị gái tôi bỏ rơi. Cô ấy gọi điện cho tôi mỗi ngày để phàn nàn nhưng tôi không muốn nghe nữa.,"Rồi một ngày, khi cuộc sống giữa bạn và mẹ cảm thấy êm đềm, hãy nói với mẹ rằng bạn không thể lắng nghe những lời phàn nàn của mẹ về em gái bạn. Sự thật tồn tại dù nó có được thừa nhận hay không. &nbsp; Bằng cách thừa nhận những gì bạn cảm thấy thực tế và cần thiết trong cuộc sống, bạn đang giúp mẹ bạn nhìn thấy những gì bà có thể không muốn thấy và những gì vẫn ở ngay trước mặt bà. Không có lý do chính đáng hay điều tốt nào để che giấu sự thật của bạn về việc không muốn tiếp tục nghe mẹ phàn nàn."
Gần đây tôi và chồng sắp cưới đã tranh cãi về vấn đề tài chính. Anh ấy đưa cho tôi số tiền hàng tháng để đóng bảo hiểm ô tô. Anh ta không còn có một trong những phương tiện theo chính sách nữa. Anh ấy nhận ra rằng anh ấy vẫn đang trả tiền bảo hiểm và hỏi tại sao tôi lại cho phép anh ấy tiếp tục làm điều đó vì tôi đang trả tiền cho anh ấy. Câu trả lời của tôi là anh ấy đưa tiền cho tôi và tôi chỉ thanh toán. Tôi đã không nghĩ đến việc bảo hiểm. Anh ấy tức giận về điều đó. Tôi vẫn không thể hiểu được sự tức giận đó.,"Nói chung, tôi sẽ lo lắng hơn về một vị hôn thê cho rằng bạn chịu trách nhiệm theo dõi những gì trên thực tế là trách nhiệm của anh ấy, hơn là về bản thân sự tức giận. Những gì bạn mô tả chứa mầm mống của hành vi lạm dụng cổ điển, đó là đổ lỗi cho đối tác về những gì trên thực tế là trách nhiệm của chính người đó. Bắt đầu bằng cách rút lui khỏi việc thanh toán các hóa đơn của anh ấy. Nếu anh ta tự mình theo dõi những gì và khi nào đến hạn liên quan đến chính sách ô tô của mình, thì chắc chắn người duy nhất anh ta phải đổ lỗi sẽ là chính anh ta. Tránh liên quan đến việc giúp đỡ anh ấy nếu việc giúp đỡ đó liên quan đến điều gì đó mà anh ấy là người phải chịu trách nhiệm. Hãy nói với anh ấy như vậy để mối quan hệ của mỗi bạn luôn công bằng."
"Tôi và vợ ly thân vì tôi hỏi thăm về việc cô ấy liên lạc với một người bạn nam của cô ấy. Ngày hôm sau, cô ấy đuổi tôi ra ngoài. Cô ấy cho tôi chuyển về hai ngày sau đó. Hôm qua cô ấy nói muốn ly hôn rồi nhanh chóng đổi ý. Tôi hỏi anh chàng kia có phải là nhân tố không, nhưng cô ấy nói đó không phải việc của tôi.","Ly hôn là một quyết định nghiêm túc, làm thay đổi cuộc đời. Tốt nhất mọi vấn đề nghiêm trọng nên quyết định thông qua suy ngẫm và thảo luận. Hãy bắt đầu bằng việc biết bạn muốn gì từ cuộc hôn nhân và lý do tại sao bạn sẵn sàng dọn vào hoặc ra khỏi nhà riêng của mình vì vợ bạn bảo bạn làm điều này. Mỗi người trong số các bạn sẽ được hưởng lợi từ việc hiểu rõ hơn những gì các bạn mong đợi và mong muốn ở nhau. Ngoài việc kết hôn với bạn, vợ bạn có muốn có bạn trai không? Cô ấy có sẵn sàng từ bỏ liên lạc với nam giới không? Cô ấy có quan tâm đến cảm giác của bạn khi cô ấy tiếp xúc với chàng trai kia không? Bạn cần câu trả lời và kiến ​​thức về định nghĩa cuộc hôn nhân của mình. Vì có nhiều lĩnh vực để mở, tất cả đều chứa đầy cảm xúc, bao gồm cả nỗi đau, nên nếu bạn không thể đạt được tiến bộ thỏa đáng thì một nhà trị liệu cặp đôi được cấp phép có thể hữu ích cho bạn và đối tác của bạn."
"Tôi là một nam giới dị tính ở độ tuổi cuối 20. Tôi thấy mình mặc quần tất, giày cao gót, váy và quần áo phụ nữ khác ở nơi riêng tư. Tôi không biết phải cảm nhận thế nào về nó. Tôi thích nó rất nhiều. Tôi đã có niềm đam mê với quần tất/tất và những sở thích cuồng nhiệt khác từ khi còn trẻ. Tôi không có tiền sử lạm dụng tình dục khi lớn lên. Tôi hiện đang độc thân.","Hãy để bản thân tận hưởng việc mặc quần áo chéo! Những âm thanh cản đường bạn là bất cứ niềm tin nào mà bạn nghe, nhìn thấy và tiếp thu hiện tại. Tập trung vào sự hài lòng của chính bạn và rằng bạn đang làm điều này một cách không gây hại. Có lẽ nếu bạn phân nhánh sở thích của mình bằng cách tìm những người khác cũng thích mặc đồ khác giới giống như bạn. Với bất kỳ sở thích hoặc hoạt động nào, tương tác xã hội đều hỗ trợ nó."
"Tôi và vợ ly thân vì tôi hỏi thăm về việc cô ấy liên lạc với một người bạn nam của cô ấy. Ngày hôm sau, cô ấy đuổi tôi ra ngoài. Cô ấy cho tôi chuyển về hai ngày sau đó. Hôm qua cô ấy nói muốn ly hôn rồi nhanh chóng đổi ý. Tôi hỏi anh chàng kia có phải là nhân tố không, nhưng cô ấy nói đó không phải việc của tôi.","Điều này chắc hẳn rất khó hiểu. Tôi tự hỏi liệu hai bạn có thể trò chuyện về việc cô ấy muốn bạn biết về những gì đã xảy ra ngày hôm qua và ngày hôm trước để bạn biết cô ấy muốn bạn chuyển tải thông điệp gì sau tất cả những điều đó hay không. Tôi cũng khuyên bạn nên gặp chuyên gia sức khỏe tâm thần ở địa phương. Nếu bạn tự mình đi, ít nhất bạn có thể thảo luận về cuộc hôn nhân của mình cũng như những suy nghĩ và cảm xúc của riêng bạn về nó. Nếu đi cùng nhau, tôi khuyên bạn nên đến gặp bác sĩ trị liệu chuyên về các cặp đôi."
